trial,pair_index,x,w,product,voltage_mean_v,voltage_std_v,std_ratio
1,6,0,0,0,-8.90781661e-05,3.03818023e-05,0.341069
2,6,1,0.9,0.9,0.0453230309,0.00113645239,0.0250745
2,6,1,0.7,0.7,0.035504511,0.00106666438,0.0300431
2,6,1,0.45,0.45,0.0231082504,0.000740818927,0.0320586
2,6,1,0.25,0.25,0.0124938646,0.000520494698,0.04166
2,6,0.5,0.5,0.25,0.0131680994,0.00052665212,0.0399945
2,6,1,0.2,0.2,0.0100540657,0.000414024832,0.0411798
2,6,1,0,0,-7.70416452e-05,3.65881219e-05,0.474914
3,6,1,0.9,0.9,0.0451352791,0.00128889346,0.0285562
3,6,1,0.7,0.7,0.0352747394,0.00111073584,0.0314881
3,6,1,0.45,0.45,0.0230522315,0.000777891576,0.0337447
3,6,1,0.2,0.2,0.00992463134,0.000453791163,0.0457237
4,6,1,0.9,0.9,0.045368327,0.00121703952,0.0268258
5,6,1,0.9,0.9,0.0448809763,0.00133720485,0.0297945
